origen,destino,tipo,relacion_original,negada,documento_id,documento_fecha,frase_evidencia
23 De Febrero,Ejército,MENCIONA,MENCIONA,False,1857,1982-02-25,"Los Generales, Jefes y Oficiales procesados por los sucesos - del 23 de febrero se han negado a comparecer ante el Consejo Supremo de Justicia Militar, constituido en Sala de Justicia, en tanto asistan a las sesiones corresponsales de un diario que recoge en - sus páginas un claro y grave insulto a la dignidad de un Oficial - del Ejército Español, a menos que se les dé una reparación que consideren suficiente."
DOC_1857,Ejército,MENCIONA,MENCIONA_DOCUMENTO,False,1857,1982-02-25,
23 De Febrero,Procesados,MENCIONA,MENCIONA,False,1857,1982-02-25,"Los Generales, Jefes y Oficiales procesados por los sucesos - del 23 de febrero se han negado a comparecer ante el Consejo Supremo de Justicia Militar, constituido en Sala de Justicia, en tanto asistan a las sesiones corresponsales de un diario que recoge en - sus páginas un claro y grave insulto a la dignidad de un Oficial - del Ejército Español, a menos que se les dé una reparación que consideren suficiente."
DOC_1857,Procesados,MENCIONA,MENCIONA_DOCUMENTO,False,1857,1982-02-25,
23 De Febrero,Sala De Justicia,MENCIONA,MENCIONA,False,1857,1982-02-25,"Los Generales, Jefes y Oficiales procesados por los sucesos - del 23 de febrero se han negado a comparecer ante el Consejo Supremo de Justicia Militar, constituido en Sala de Justicia, en tanto asistan a las sesiones corresponsales de un diario que recoge en - sus páginas un claro y grave insulto a la dignidad de un Oficial - del Ejército Español, a menos que se les dé una reparación que consideren suficiente."
DOC_1857,Sala De Justicia,MENCIONA,MENCIONA_DOCUMENTO,False,1857,1982-02-25,
Consejo Supremo De Justicia Militar,Ejército,MENCIONA,MENCIONA,False,1857,1982-02-25,"Los Generales, Jefes y Oficiales procesados por los sucesos - del 23 de febrero se han negado a comparecer ante el Consejo Supremo de Justicia Militar, constituido en Sala de Justicia, en tanto asistan a las sesiones corresponsales de un diario que recoge en - sus páginas un claro y grave insulto a la dignidad de un Oficial - del Ejército Español, a menos que se les dé una reparación que consideren suficiente."
Consejo Supremo De Justicia Militar,Procesados,MENCIONA,MENCIONA,False,1857,1982-02-25,"Los Generales, Jefes y Oficiales procesados por los sucesos - del 23 de febrero se han negado a comparecer ante el Consejo Supremo de Justicia Militar, constituido en Sala de Justicia, en tanto asistan a las sesiones corresponsales de un diario que recoge en - sus páginas un claro y grave insulto a la dignidad de un Oficial - del Ejército Español, a menos que se les dé una reparación que consideren suficiente."
Consejo Supremo De Justicia Militar,Sala De Justicia,MENCIONA,MENCIONA,False,1857,1982-02-25,"Los Generales, Jefes y Oficiales procesados por los sucesos - del 23 de febrero se han negado a comparecer ante el Consejo Supremo de Justicia Militar, constituido en Sala de Justicia, en tanto asistan a las sesiones corresponsales de un diario que recoge en - sus páginas un claro y grave insulto a la dignidad de un Oficial - del Ejército Español, a menos que se les dé una reparación que consideren suficiente."
Ejército,Procesados,MENCIONA,MENCIONA,False,1857,1982-02-25,"Los Generales, Jefes y Oficiales procesados por los sucesos - del 23 de febrero se han negado a comparecer ante el Consejo Supremo de Justicia Militar, constituido en Sala de Justicia, en tanto asistan a las sesiones corresponsales de un diario que recoge en - sus páginas un claro y grave insulto a la dignidad de un Oficial - del Ejército Español, a menos que se les dé una reparación que consideren suficiente."
Ejército,Sala De Justicia,MENCIONA,MENCIONA,False,1857,1982-02-25,"Los Generales, Jefes y Oficiales procesados por los sucesos - del 23 de febrero se han negado a comparecer ante el Consejo Supremo de Justicia Militar, constituido en Sala de Justicia, en tanto asistan a las sesiones corresponsales de un diario que recoge en - sus páginas un claro y grave insulto a la dignidad de un Oficial - del Ejército Español, a menos que se les dé una reparación que consideren suficiente."
Procesados,Sala De Justicia,MENCIONA,MENCIONA,False,1857,1982-02-25,"Los Generales, Jefes y Oficiales procesados por los sucesos - del 23 de febrero se han negado a comparecer ante el Consejo Supremo de Justicia Militar, constituido en Sala de Justicia, en tanto asistan a las sesiones corresponsales de un diario que recoge en - sus páginas un claro y grave insulto a la dignidad de un Oficial - del Ejército Español, a menos que se les dé una reparación que consideren suficiente."
"El Letrado Sr. Hermosilla, Defensor Del General Armada",La Defensa,SOLICITA,SOLICITA,False,1856,1982-02-26,"Hermosilla, defensor del General Armada, continuó solicitando la lectura de declaraciones, sin más incidencias que los ya normales enfrentamientos corteses y duros a la vez entre la Defensa y los Relatores."
DOC_1856,"El Letrado Sr. Hermosilla, Defensor Del General Armada",MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
DOC_1856,La Defensa,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
"El Letrado Sr. Hermosilla, Defensor Del General Armada",Relatores,SOLICITA,SOLICITA,False,1856,1982-02-26,"Hermosilla, defensor del General Armada, continuó solicitando la lectura de declaraciones, sin más incidencias que los ya normales enfrentamientos corteses y duros a la vez entre la Defensa y los Relatores."
DOC_1856,Relatores,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
La Defensa,Relatores,SOLICITA,SOLICITA,False,1856,1982-02-26,"Hermosilla, defensor del General Armada, continuó solicitando la lectura de declaraciones, sin más incidencias que los ya normales enfrentamientos corteses y duros a la vez entre la Defensa y los Relatores."
Alcalá,"El Letrado Sr. Hermosilla, Defensor Del General Armada",COLABORA,COLABORA,False,1856,1982-02-26,"- El Teniente Coronel Monzón relata los hechos sin diferir del General Alcalá-Galiano y afirma que el comportamiento del General Armada fue normal, correcto y de colaboración."
DOC_1856,Alcalá,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Alcalá,Teniente Coronel D. Angel Torres Riera,COLABORA,COLABORA,False,1856,1982-02-26,"- El Teniente Coronel Monzón relata los hechos sin diferir del General Alcalá-Galiano y afirma que el comportamiento del General Armada fue normal, correcto y de colaboración."
DOC_1856,Teniente Coronel D. Angel Torres Riera,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
"El Letrado Sr. Hermosilla, Defensor Del General Armada",Teniente Coronel D. Angel Torres Riera,COLABORA,COLABORA,False,1856,1982-02-26,"- El Teniente Coronel Monzón relata los hechos sin diferir del General Alcalá-Galiano y afirma que el comportamiento del General Armada fue normal, correcto y de colaboración."
Acuartelamiento,"El Letrado Sr. Hermosilla, Defensor Del General Armada",COLABORA,COLABORA,False,1856,1982-02-26,- A continuación se leen 5 declaraciones del General Pérez Iñigo y en ellas:  - El General Armada colaboró y acató las órdenes de la Superioridad y que ordena al destacamento de Villaviciosa 14 que regrese al acuartelamiento.
DOC_1856,Acuartelamiento,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Congreso,"El Letrado Sr. Hermosilla, Defensor Del General Armada",CONOCE,CONOCE,False,1856,1982-02-26,"Estas declaraciones son similares a las anteriores y si acaso aportan la satisfacción del General Armada por el resultado final del asalto al Congreso, el desconocimiento propio de que hubiera alguna incidencia entre los Generales Gabeiras y Armada, y la no constancia de lo de la G.C."
DOC_1856,Congreso,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Bonal,Ejército,MENCIONA,MENCIONA,False,1856,1982-02-26,- Las declaraciones del General Bonal (4) siguen la línea siguiente que el General Armada intenta por todos los medios ponerse en contacto con el General Aramburu y que hay que salvar la unidad del Ejército.
DOC_1856,Bonal,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
DOC_1856,Ejército,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Bonal,"El Letrado Sr. Hermosilla, Defensor Del General Armada",MENCIONA,MENCIONA,False,1856,1982-02-26,- Las declaraciones del General Bonal (4) siguen la línea siguiente que el General Armada intenta por todos los medios ponerse en contacto con el General Aramburu y que hay que salvar la unidad del Ejército.
Bonal,General Aramburu,MENCIONA,MENCIONA,False,1856,1982-02-26,- Las declaraciones del General Bonal (4) siguen la línea siguiente que el General Armada intenta por todos los medios ponerse en contacto con el General Aramburu y que hay que salvar la unidad del Ejército.
DOC_1856,General Aramburu,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Bonal,Unidad,MENCIONA,MENCIONA,False,1856,1982-02-26,- Las declaraciones del General Bonal (4) siguen la línea siguiente que el General Armada intenta por todos los medios ponerse en contacto con el General Aramburu y que hay que salvar la unidad del Ejército.
DOC_1856,Unidad,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Ejército,"El Letrado Sr. Hermosilla, Defensor Del General Armada",MENCIONA,MENCIONA,False,1856,1982-02-26,- Las declaraciones del General Bonal (4) siguen la línea siguiente que el General Armada intenta por todos los medios ponerse en contacto con el General Aramburu y que hay que salvar la unidad del Ejército.
Ejército,General Aramburu,MENCIONA,MENCIONA,False,1856,1982-02-26,- Las declaraciones del General Bonal (4) siguen la línea siguiente que el General Armada intenta por todos los medios ponerse en contacto con el General Aramburu y que hay que salvar la unidad del Ejército.
Ejército,Unidad,MENCIONA,MENCIONA,False,1856,1982-02-26,- Las declaraciones del General Bonal (4) siguen la línea siguiente que el General Armada intenta por todos los medios ponerse en contacto con el General Aramburu y que hay que salvar la unidad del Ejército.
"El Letrado Sr. Hermosilla, Defensor Del General Armada",General Aramburu,MENCIONA,MENCIONA,False,1856,1982-02-26,- Las declaraciones del General Bonal (4) siguen la línea siguiente que el General Armada intenta por todos los medios ponerse en contacto con el General Aramburu y que hay que salvar la unidad del Ejército.
"El Letrado Sr. Hermosilla, Defensor Del General Armada",Unidad,MENCIONA,MENCIONA,False,1856,1982-02-26,- Las declaraciones del General Bonal (4) siguen la línea siguiente que el General Armada intenta por todos los medios ponerse en contacto con el General Aramburu y que hay que salvar la unidad del Ejército.
General Aramburu,Unidad,MENCIONA,MENCIONA,False,1856,1982-02-26,- Las declaraciones del General Bonal (4) siguen la línea siguiente que el General Armada intenta por todos los medios ponerse en contacto con el General Aramburu y que hay que salvar la unidad del Ejército.
Calle Juan Gris,Comandante,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
DOC_1856,Calle Juan Gris,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
DOC_1856,Comandante,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Calle Juan Gris,Coronel Ibáñez,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
DOC_1856,Coronel Ibáñez,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Calle Juan Gris,"El Letrado Sr. Hermosilla, Defensor Del General Armada",ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
Calle Juan Gris,Lérida,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
DOC_1856,Lérida,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Calle Juan Gris,Madrid,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
DOC_1856,Madrid,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Comandante,Coronel Ibáñez,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
Comandante,"El Letrado Sr. Hermosilla, Defensor Del General Armada",ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
Comandante,Lérida,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
Comandante,Madrid,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
Coronel Ibáñez,"El Letrado Sr. Hermosilla, Defensor Del General Armada",ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
Coronel Ibáñez,Lérida,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
Coronel Ibáñez,Madrid,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
"El Letrado Sr. Hermosilla, Defensor Del General Armada",Lérida,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
"El Letrado Sr. Hermosilla, Defensor Del General Armada",Madrid,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
Lérida,Madrid,ASISTE,VISITA,False,1856,1982-02-26,"- El Comandante Bonel declara que no le consta que el General Armada estuviera en la reunión de la calle Juan Gris, y que el Coronel Ibáñez visitó al General en 3 ocasiones, dos en Lérida y una en Madrid."
"El Letrado Sr. Hermosilla, Defensor Del General Armada",España,PROPONE,PROPONE,False,1856,1982-02-26,"- Recibió una llamada -según las declaraciones del propio - General Armada- del Teniente General Miláns del Bosch que le proponía una solución que fué calificada de ""barbaridad"", y que el no era la persona adecuada; si fuera necesario se sacrificaría por España."
DOC_1856,España,MENCIONA,MENCIONA_DOCUMENTO,False,1856,1982-02-26,
Militares,Prensa,CONOCE,CONOCE,False,1855,1982-03-11,"Debe aclararse en primer lugar que ningún dato objetivo permite suponer la existencia real de un grupo clandestino militar organizado como tal, más allá de la connivencia y frecuente relación de media docena de militares con dicho grupo falangista radical, que por otra parte son sobradamente conocidos por sus presuntas implicaciones en actividades involucionistas dadas a conocer por la prensa."
